path,labels
audio0168,म साथीहरूको साथ बाहिर जाउँछु।
audio0169,मैले नयाँ कार्य पूरा गरेको छु।
audio0170,म बास्केटबल खेल्न जान चाहन्छु।
audio0171,उनीहरूले मलाई नया पाठ सिकायो।
audio0172,म हर्षित छु।
audio0173,म कुनै समस्या छ भने भन्नुहोस्।
audio0174,हामीसँग समय थोरै छ।
audio0175,म तपाईसँग कुरा गर्न चाहन्छु।
audio0176,म त्यहाँ जान चाहन्छु।
audio0177,तपाईंको गन्तव्य के हो?
audio0178,मैले नयाँ किताब पढे।
audio0179,म विद्यालयको काम गर्दैछु।
audio0180,उसले मलाई चित्र बनाउने तरिका देखायो।
audio0181,म त्यहाँ जाने योजना बनाउँछु।
audio0182,तपाईलाई के मनपर्छ?
audio0183,म नयाँ स्थानहरू देख्न चाहन्छु।
audio0184,मैले सोधेको प्रश्नको उत्तर दिनुहोस्।
audio0185,हामीले हर्षित भइ एकसाथ समय बितायौं।
audio0186,मैले नयाँ मित्र बनाएको छु।
audio0187,म साँझमा बाहिर जान चाहन्छु।
audio0188,मैले सबै काम समाप्त गरेको छु।
audio0189,म त्यहाँ जानको लागि तयारी गर्दैछु।
audio0190,तपाईको विचार के हो?
audio0191,मैले नयाँ ट्रिपको योजना बनाएको छु।
audio0192,म तपाईंलाई मद्दत गर्नेछु।
audio0193,म केही नयाँ सिक्दै छु।
audio0194,उनिहरूले मलाई बिर्सेका छन्।
audio0195,म क्यान्सरको बारेमा सोच्दै छु।
audio0196,म जिम जान चाहन्छु।
audio0197,उनले मसँग माफी मागेको छ।
audio0198,म आफैंलाई हर्षित महसुस गर्दैछु।
audio0199,तपाईंले कुन कुरा मन पराउनुहुन्छ?
audio0200,म नयाँ अनुभव प्राप्त गर्न चाहन्छु।
audio0201,मैले नयाँ योजना बनाएको छु।
audio0202,म लंचमा जान चाहन्छु।
audio0203,उसले मलाई नयाँ कुरा बतायो।
audio0204,म चाँडै फर्कनेछु।
audio0205,हामी सबैसँग समय छ।
audio0206,म कुनै नयाँ अनुभव गर्न चाहन्छु।
audio0207,तपाईंको विचार के हो?
audio0208,मैले त्यो कुरा नगरेको छु।
audio0209,म गार्डनमा काम गर्दैछु।
audio0210,उनीहरूले मलाई विभिन्न विचार दिएका छन्।
audio0211,म हर्षित छु।
audio0212,म काममा व्यस्त छु।
audio0213,तपाईंलाई कसरी मद्दत गर्न सक्छु?
audio0214,म तपाईंलाई सम्पर्क गर्नेछु।
audio0215,मैले नयाँ मोबाइल किन्नको लागि योजना बनाएको छु।
audio0216,उनीहरूले मसँग असहमत छन्।
audio0217,म राम्रो अनुभूति गर्दैछु।
audio0218,तपाईंको विचारमा यो कस्तो छ?
audio0219,मैले आफूलाई सुधार्ने प्रयास गर्दैछु।
audio0220,म तपाईंलाई भेट्न चाहन्छु।
audio0221,मैले आफ्नो सपना पुरा गरेको छु।
audio0222,हामी एकसाथ काम गर्दैछौं।
audio0223,तपाईंलाई के चाहिन्छ?
audio0224,म त्यो पुस्तक पढ्न चाहन्छु।
audio0225,उनले मलाई उपहार दिएको छ।
audio0226,म बिहानको लागि तयार छु।
audio0227,म गाडी चलाउन जान्छु।
audio0228,उनीहरूले मलाई राम्रो सुझाव दिएका छन्।
audio0229,म काठमाडौ जाने तयारी गर्दैछु।
audio0230,मैले नयाँ फिल्म हेरे।
audio0231,हामी सबै एकसाथ समय बिताउँछौं।
audio0232,उसले मलाई सन्देश पठायो।
audio0233,म सोध्न चाहन्छु।
audio0234,हामी एकअर्कासँग कुरा गर्दै छौं।
audio0235,म बाहिर जान चाहन्छु।
audio0236,हामी संगै समय बिताउँछौं।
audio0237,म कस्तो देखिन्छु?
audio0238,उनीहरूले मसँग गुनासो गरेका छन्।
audio0239,मैले राम्रोसँग काम गरेको छु।
audio0240,तपाईंलाई कस्तो संगीत मनपर्छ?
audio0242,उनले मलाई कस्तो कुरा भन्यो?
audio0243,म पढ्नमा ध्यान दिइरहेको छु।
audio0244,तपाईंको मनपर्ने विषय के हो?
audio0245,म एक्लै यात्रा गर्न चाहन्छु।
audio0246,उनीहरूले मलाई आश्वासन दिएका छन्।
audio0247,मैले आफ्नो समयलाई राम्रोसँग प्रयोग गरेको छु।
audio0248,म त्यो काम समाप्त गरेको छु।
audio0249,हामी एकसाथ पार्टी गर्न जाँदैछौं।
audio0250,म केहि नयाँ गर्न चाहन्छु।
audio0251,तपाईको विचारमा यो राम्रो छ?
audio0252,म त्यहाँ जान चाहन्छु।
audio0253,मैले अध्ययनको लागि समय निकालें।
audio0254,म हर्षित छु।
audio0255,उनले मलाई नयाँ कुरा सिकायो।
audio0256,म समयलाई राम्रोसँग प्रयोग गर्दैछु।
audio0257,तपाईंलाई कस्तो खाना मनपर्छ?
audio0258,म नयाँ मित्र बनाउन चाहन्छु।
audio0259,उनीहरूले मलाई राम्रो प्रतिक्रिया दिएका छन्।
audio0260,म आफूलाई तयार गर्दैछु।
audio0261,मैले उसलाई मद्दत गरेको छु।
audio0262,म धेरै व्यस्त छु।
audio0263,तपाईंलाई के गर्नुहुन्छ?
audio0264,म नयाँ सीप सिक्ने प्रयास गर्दैछु।
audio0265,मैले कक्षामा धेरै कुरा सिकेको छु।
audio0266,म तपाईंलाई धन्यवाद दिन चाहन्छु।
audio0267,मैले बाहिर जान चाहेको छु।
audio0268,उसले मलाई नयाँ पुस्तक पढ्न सुझायो।
audio0269,म यो काम चाँडै समाप्त गर्नेछु।
audio0270,तपाईंलाई के काम मनपर्छ?
audio0271,मैले आफ्नो योजना तयार गरेको छु।
audio0272,म आज राति बाहिर जान्छु।
audio0273,उहाँले मलाई नयाँ विचार दिएका छन्।
audio0274,म त्यो कुरा सही ठान्दछु।
audio0275,हामीले राम्रोसँग काम गरेका छौं।
audio0276,म नयाँ खेलको अभ्यास गर्दैछु।
audio0277,तपाईंलाई के मनपर्छ?
audio0278,म साथीलाई भेट्न जान चाहन्छु।
audio0279,मैले त्यहाँ जाने निर्णय गरेको छु।
audio0280,म चाँडै त्यसको बारेमा सोच्नेछु।
audio0281,हामीले बिभिन्न योजनाहरू बनाएका छौं।
audio0282,म तपाईसँग कुरा गर्न चाहन्छु।
audio0283,म नयाँ विचार पाउन चाहन्छु।
audio0284,मैले आफ्नो सपना पूरा गर्नको लागि प्रयास गर्दैछु।
audio0285,म गाडी चलाउने तयारी गर्दैछु।
audio0286,तपाईले मलाई नयाँ विचार दिए।
audio0287,म त्यो कुरा साँचो ठान्दछु।
audio0288,म सबैको साथ समय बिताउँछु।
audio0289,म कसम गर्न चाहन्छु।
audio0290,म तपाईंलाई मदद गर्ने प्रयास गर्नेछु।
audio0291,मैले त्यहाँ जाने योजना बनाएको छु।
audio0292,म पुस्तक पढ्न चाहन्छु।
audio0293,म भविष्यमा नयाँ कुरा गर्न चाहन्छु।
audio0294,मैले फिल्म हेरेर रमाइलो गरे।
audio0295,तपाईंको विचारमा यो ठीक छ?
audio0296,म त्यो काम गर्न चाहन्छु।
audio0297,मैले विद्यालयको काम पूरा गरेको छु।
audio0298,म त्यसको बारेमा सोच्दैछु।
audio0299,तपाईंले मसँग कुरा गर्नुभयो।
audio0300,म आज अफिस जान चाहन्छु।
audio0301,नेपाल हिमालहरूको देश हो।
audio0302,काठमाडौं नेपालको राजधानी हो।
audio0303,नेपालमा आठ हजार मिटरभन्दा अग्ला हिमालहरू छन्।
audio0304,यहाँको संस्कृति विविधताले भरिपूर्ण छ।
audio0305,नेपालमा सयौं जातजाति र भाषाहरू छन्।
audio0306,पर्यटकहरू पोखरा घुम्न धेरै मन पराउँछन्।
audio0307,लुम्बिनी भगवान बुद्धको जन्मस्थल हो।
audio0308,नेपाल प्राकृतिक सौन्दर्यले भरिएको देश हो।
audio0309,यहाँका धार्मिक स्थलहरू विश्व प्रसिद्ध छन्।
audio0310,नेपालीहरू अतिथि सत्कारमा प्रसिद्ध छन्।
audio0311,प्रकृतिको सुन्दरता कुनै पनि चित्रकारले कोर्न सक्दैन।
audio0312,असली सौन्दर्य मनको सफाइमा हुन्छ।
audio0313,फूलहरूको सुगन्धले वातावरण सुन्दर बनाउँछ।
audio0314,मुस्कान सौन्दर्यको सबैभन्दा ठूलो गहना हो।
audio0315,आत्मविश्वास व्यक्तित्वको सुन्दरता बढाउँछ।
audio0316,आकाशको निलो रंग हेर्दा मन शान्त हुन्छ।
audio0317,कला र संगीत सौन्दर्यको अभिव्यक्ति हो।
audio0318,प्रेम सौन्दर्यको अर्को रूप हो।
audio0319,हिमालहरूको शृंखला अनुपम सौन्दर्य हो।
audio0320,सादा जीवन पनि सुन्दर हुन सक्छ।
audio0321,राजनीति जनताको सेवाका लागि हुनुपर्छ।
audio0322,इमानदार नेताले राष्ट्रको विकास गर्छ।
audio0323,लोकतन्त्रमा जनताको मत नै मुख्य हुन्छ।
audio0324,सही निर्णयले देशलाई समृद्ध बनाउन सक्छ।
audio0325,भ्रष्टाचारले राष्ट्रलाई कमजोर बनाउँछ।
audio0326,सशक्त नेतृत्व विकासको आधार हो।
audio0327,कानुनी शासन बिना शान्ति सम्भव छैन।
audio0328,चुनाव निष्पक्ष र स्वतन्त्र हुनुपर्छ।
audio0329,प्रत्येक नागरिकको मत महत्त्वपूर्ण छ।
audio0330,युवाहरूले राजनीति बुझ्न आवश्यक छ।
audio0331,क्रिकेट नेपालमा लोकप्रिय खेल हो।
audio0332,फुटबल विश्वको सबैभन्दा धेरै खेलिने खेल हो।
audio0333,खेलकुदले स्वास्थ्य राम्रो राख्छ।
audio0334,अन्तर्राष्ट्रिय खेल प्रतियोगिताले देशको गरिमा बढाउँछ।
audio0335,खेलाडीहरू अनुशासन र परिश्रमका प्रतीक हुन्।
audio0336,म्याराथन धावकहरू असाधारण सहनशीलता देखाउँछन्।
audio0337,नेपालले साग खेलहरूमा राम्रो प्रदर्शन गर्छ।
audio0338,चेस मानसिक तन्दुरुस्तीका लागि राम्रो खेल हो।
audio0339,कराँते आत्मरक्षा गर्न सिकाउँछ।
audio0340,भलिबल नेपालमा लोकप्रिय खेल हो।
audio0341,वनस्पतिहरू वातावरणको सन्तुलन कायम राख्छन्।
audio0342,सफा हावाले स्वास्थ्य राम्रो बनाउँछ।
audio0343,नदीहरू हाम्रो जीवनका आधार हुन्।
audio0344,सूर्यको प्रकाश बिना जीवन सम्भव छैन।
audio0345,चन्द्रमाले रातलाई सुन्दर बनाउँछ।
audio0346,जंगलमा धेरै प्रकारका जीवजन्तु पाइन्छन्।
audio0347,वर्षा भएन भने जमिन सुख्खा हुन्छ।
audio0348,हिमालहरू पानीको स्रोत हुन्।
audio0349,हरियाली वातावरण सुन्दर बनाउँछ।
audio0350,वातावरण संरक्षण हाम्रो कर्तव्य हो।
audio0351,नेपाल सुन्दर देश हो।
audio0352,सगरमाथा संसारकै अग्लो छ।
audio0353,नेपालमा धेरै भाषा छन्।
audio0354,लुम्बिनी बुद्धको जन्मस्थल हो।
audio0355,पोखरा सुन्दर शहर हो।
audio0356,नेपाल कृषिप्रधान देश हो।
audio0357,पशुपतिनाथ प्रसिद्ध मन्दिर हो।
audio0358,नेपालका झरनाहरू मनमोहक छन्।
audio0359,भक्तपुर कलाको शहर हो।
audio0360,नेपाली धानको भात मन पराउँछन्।
audio0361,मुस्कान नै असली सुन्दरता हो।
audio0362,हिमालहरूको सौन्दर्य अनुपम छ।
audio0363,सूर्यास्तको दृश्य मनमोहक हुन्छ।
audio0364,आत्मविश्वास सुन्दरता हो।
audio0365,प्रकृति स्वच्छ राखौं।
audio0366,बादलहरूले आकाशलाई सुन्दर बनाउँछन्।
audio0367,संगीत आत्माको सौन्दर्य हो।
audio0368,फूलहरू सुगन्धित हुन्छन्।
audio0369,स्वच्छ मन नै सुन्दरता हो।
audio0370,राम्रो व्यवहार नै सुन्दरता हो।
audio0371,लोकतन्त्र सबभन्दा राम्रो शासन हो।
audio0372,राजनीति जनताको लागि हो।
audio0373,नेता इमानदार हुनुपर्छ।
audio0374,चुनाव निष्पक्ष हुनुपर्छ।
audio0375,भ्रष्टाचारले देश बिगार्छ।
audio0376,सबै नागरिकले मतदान गर्नुपर्छ।
audio0377,शिक्षा राम्रो शासनको आधार हो।
audio0378,कानुन पालना अनिवार्य छ।
audio0379,युवा राजनीतिमा आउनुपर्छ।
audio0380,नेतृत्व इमानदार हुनुपर्छ।
audio0381,क्रिकेट नेपालमा लोकप्रिय छ।
audio0382,फुटबल रमाइलो खेल हो।
audio0383,खेलकुद स्वास्थ्यको लागि राम्रो हो।
audio0384,व्यायामले शरीर तन्दुरुस्त हुन्छ।
audio0385,अन्तर्राष्ट्रिय खेलाडीहरू प्रेरणा हुन्।
audio0386,चेस मानसिक खेल हो।
audio0387,दौड स्वास्थ्यका लागि लाभदायक छ।
audio0388,भलिबल रमाइलो खेल हो।
audio0389,गोल गर्न खुसी लाग्छ।
audio0390,अभ्यासले खेल राम्रो बनाउँछ।
audio0391,हरियालीले मन शान्त बनाउँछ।
audio0392,पानी जीवनको आधार हो।
audio0393,सूर्य बिना जीवन सम्भव छैन।
audio0394,नदीहरू सफा राखौं।
audio0395,चन्द्रमाले रात सुन्दर बनाउँछ।
audio0396,हिमालहरू नेपालका गहना हुन्।
audio0397,हावा बिना जीवन सम्भव छैन।
audio0398,रूखहरूले छायाँ दिन्छन्।
audio0399,वातावरण संरक्षण गरौं।
audio0400,सफा पानी पिउनुपर्छ।
audio0401,परिवार नै पहिलो विद्यालय हो।
audio0402,आमा सबभन्दा प्रिय हुन्छिन्।
audio0403,बाबु मार्गदर्शक हुन्।
audio0404,दिदी बहिनीको मायालु सम्बन्ध हुन्छ।
audio0405,दाजु भाइ असल साथी हुन्।
audio0406,हरेक परिवार मिलेर बस्नुपर्छ।
audio0407,घरमा खुसी वातावरण आवश्यक छ।
audio0408,बच्चाहरूको राम्रो शिक्षा दिनुपर्छ।
audio0409,वृद्ध आमाबाबुलाई सम्मान गर्नुपर्छ।
audio0410,सानो परिवार सुखी परिवार।
audio0411,शिक्षा उज्यालो भविष्यको आधार हो।
audio0412,ज्ञान शक्ति हो।
audio0413,पढाइ जीवनको लागि आवश्यक छ।
audio0414,किताबहरू ज्ञानको स्रोत हुन्।
audio0415,विद्यालय सिकाइको ठाउँ हो।
audio0416,राम्रो शिक्षक मार्गदर्शक हुन्छ।
audio0417,प्रत्येक बालबालिकाले पढ्नुपर्छ।
audio0418,परिश्रमले सफलता ल्याउँछ।
audio0419,आत्मअनुशासन सफलताको चाबी हो।
audio0420,शिक्षाले समाज बदल्छ।
audio0421,पानी प्रशस्त पिउनुपर्छ।
audio0422,स्वस्थ आहार खानुपर्छ।
audio0423,दैनिक व्यायाम गर्नुपर्छ।
audio0424,राम्रो निद्रा आवश्यक छ।
audio0425,तनाव कम गर्न ध्यान गर्नुहोस्।
audio0426,सफा खाना खाऔं।
audio0427,नशा स्वास्थ्यका लागि हानिकारक छ।
audio0428,स्वस्थ रहन सकारात्मक सोच राखौं।
audio0429,सन्तुलित आहार खानुपर्छ।
audio0430,सफा वातावरणले स्वास्थ्य राम्रो हुन्छ।
audio0431,फिल्म मनोरञ्जनको राम्रो माध्यम हो।
audio0432,संगीतले मन शान्त बनाउँछ।
audio0433,नाच्दा आनन्द आउँछ।
audio0434,हास्नु स्वास्थ्यका लागि राम्रो हो।
audio0435,किताब पढ्न रमाइलो लाग्छ।
audio0436,साथीहरूसँग घुम्न जान रमाइलो हुन्छ।
audio0437,रमाइलो कथा सुन्दा मजा आउँछ।
audio0438,खेलकुद मनोरञ्जन पनि हो।
audio0439,रेडियो सुन्न रमाइलो हुन्छ।
audio0440,फिल्म हेरिरहनु रमाइलो लाग्छ।
audio0441,यात्रा ज्ञान बढाउने साधन हो।
audio0442,नयाँ ठाउँ घुम्न रमाइलो हुन्छ।
audio0443,यात्रा अनुभव बढाउँछ।
audio0444,नेपाल पर्यटनको राम्रो गन्तव्य हो।
audio0445,हिमालहरू हेर्न पर्यटक आउँछन्।
audio0446,राम्रो योजना बिना यात्रा कठिन हुन्छ।
audio0447,यात्रा गर्दा फोटोग्राफी गर्न रमाइलो लाग्छ।
audio0448,नयाँ संस्कृति सिक्न पाइन्छ।
audio0449,यात्राले नयाँ मित्रता बनाउँछ।
audio0450,सुरक्षित यात्रा गर्नुपर्छ।
audio0451,समाज मिलेर बनाउने हो।
audio0452,सबैलाई सम्मान गर्नुपर्छ।
audio0453,सहयोगी मनुष्य असल हुन्छ।
audio0454,असहायको सेवा पुण्य हो।
audio0455,समाजमा समानता हुनुपर्छ।
audio0456,नारीहरू सम्मान गर्नुपर्छ।
audio0457,बालश्रम रोक्नुपर्छ।
audio0458,मानवअधिकार सबैका लागि हो।
audio0459,जातीय भेदभाव हटाउनुपर्छ।
audio0460,एकता नै बल हो।
audio0461,परिश्रम नै सफलता हो।
audio0462,असफलता नै सिकाइ हो।
audio0463,दृढ संकल्प राख्नुपर्छ।
audio0464,लक्ष्य बिना सफलता आउँदैन।
audio0465,धैर्य सफलता ल्याउँछ।
audio0466,सकारात्मक सोच राखौं।
audio0467,निरन्तर प्रयास आवश्यक छ।
audio0468,आशावादी बनौं।
audio0469,आत्मविश्वास बढाऔं।
audio0470,समयको सही उपयोग गरौं।
audio0471,प्रेम शुद्ध भाव हो।
audio0472,विश्वास प्रेमको आधार हो।
audio0473,प्रेम मनबाट गरिन्छ।
audio0474,प्रेमले संसार सुन्दर बनाउँछ।
audio0475,प्रेम धैर्य हुनुपर्छ।
audio0476,साँचो प्रेम कहिल्यै टुट्दैन।
audio0477,प्रेम त्याग पनि हो।
audio0478,प्रेम जीवनको सुगन्ध हो।
audio0479,प्रेममा स्वार्थ हुँदैन।
audio0480,प्रेम जीवनको मिठास हो।
audio0481,प्रविधिले जीवन सजिलो बनाएको छ।
audio0482,मोबाइल अहिले सबैसँग छ।
audio0483,इन्टरनेट ज्ञानको खानी हो।
audio0484,प्रविधि विकासले समाज अगाडि बढ्छ।
audio0485,रोबोटले काम सहज बनाउँछ।
audio0486,कम्प्युटर जीवनको अभिन्न अंश हो।
audio0487,सफ्टवेयर विकास तीव्र गतिमा छ।
audio0488,कृत्रिम बुद्धिमत्ता लोकप्रिय बन्दैछ।
audio0489,प्रविधि बिना आधुनिक जीवन कठिन छ।
audio0490,डिजिटल शिक्षा भविष्यको आवश्यकता हो।
audio0491,सफलता परिश्रमले सम्भव छ।
audio0492,सपना देख्न छोड्नु हुँदैन।
audio0493,समयको सही उपयोग गर्नुहोस्।
audio0494,धैर्यले ठूलो उपलब्धि दिन्छ।
audio0495,परिवर्तन आवश्यक छ।
audio0496,प्रकृतिको संरक्षण गरौं।
audio0497,मुस्कान दिनु सबैभन्दा राम्रो उपहार हो।
audio0498,असल मित्र जीवनको धन हो।
audio0499,नयाँ कुरा सिक्नु महत्त्वपूर्ण छ।
audio0500,आत्मनिर्भर बनौं।
audio0501,गाउँको बीचमा रहेको ठूलो पीपलको रूखले वर्षौँदेखि अनेकौँ रहस्य लुकाइरहेको थियो।
audio0502,"उनका बाबु रामकृष्ण गाउँकै सम्मानित व्यक्ति थिए, जो सधैं न्यायको पक्षमा उभिन्थे।"
audio0503,"एकदिन गाउँमा ठूलो चोरी भयो, जसमा साहुजीको घरबाट सुनका गहना र नगद हराए।"
